school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
400033,2017-18,CICS - LONGWOOD,Charter,HS, , , , ,7732385330,http://www.longwoodcharter.org,2017,BELOW AVERAGE,FAR BELOW EXPECTATIONS,70,55,55,38,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,5.8,92.8,5.7,2.6,80.4,64.9,56,NULL, , 
400033,2018-19,CICS - LONGWOOD,Charter,HS,1309 W 95TH ST,Chicago,Illinois,60643,7732385330,https://cicsloomislongwood.org,2018,AVERAGE,FAR BELOW EXPECTATIONS,34,10,42,26,ORGANIZED,NEUTRAL,VERY WEAK,NEUTRAL,STRONG,STRONG,VERY WEAK,NULL,93.3,8.6,3.1,88.2,44.8,56,NULL,41.721221,-87.655768
400034,2015-16,CICS - NORTHTOWN HS,Charter,HS,3900 W PETERSON AVE,Chicago,Illinois,60659,7734783655, ,2015,AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,74.5,75.8,NULL,41.990245,-87.726504
400034,2016-17,CICS - NORTHTOWN HS,Charter,HS,3900 W PETERSON AVE,Chicago,Illinois,60659,7734783655,http://www.cicsnorthtown.org,2016,FAR ABOVE AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,8.1,93.4,NULL,2.5,92.7,79.7,79.7,NULL,41.990245,-87.726504
400034,2017-18,CICS - NORTHTOWN HS,Charter,HS, , , , ,7734783655,http://www.cicsnorthtown.org,2017,ABOVE AVERAGE,MET EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,5.8,92.8,4.2,1.3,93.2,76.6,84.4,NULL, , 
400034,2018-19,CICS - NORTHTOWN HS,Charter,HS,3900 W PETERSON AVE,Chicago,Illinois,60659,7734783655,https://cicsnorthtown.org,2018,AVERAGE,MET EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NULL,93.3,3.9,0.4,97.7,75,84.4,NULL,41.990245,-87.726504
400035,2015-16,CHICAGO MATH & SCIENCE HS,Charter,HS,7212 N CLARK ST,Chicago,Illinois,60626,7737618960, ,2015,FAR ABOVE AVERAGE,AVERAGE,85,94,55,80,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,20.8,88.8,9.5,7.9,NULL,56.5,84.6,NULL,42.013031,-87.674818
400035,2016-17,CHICAGO MATH & SCIENCE HS,Charter,HS,7212 N CLARK ST,Chicago,Illinois,60626,7737618960,http://www.cmsaonline.net,2016,FAR ABOVE AVERAGE,AVERAGE,54,76,55,71,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,8.1,93.4,9.5,2.2,78,78.2,75.4,NULL,42.013031,-87.674818
400035,2017-18,CHICAGO MATH & SCIENCE HS,Charter,HS, , , , ,7737618960,http://www.cmsaonline.net,2017,ABOVE AVERAGE,MET EXPECTATIONS,70,72,55,61,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,8.2,2.2,85.7,72,83.3,NULL, , 
400035,2018-19,CHICAGO MATH & SCIENCE HS,Charter,HS,7212 N CLARK ST,Chicago,Illinois,60626,7737618960,http://www.cmsaonline.net,2018,AVERAGE,MET EXPECTATIONS,75,94,64,78,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,VERY WEAK,NULL,93.3,8.5,2,85.5,71.8,83.3,NULL,42.013031,-87.674818
400036,2015-16,CHICAGO VIRTUAL,Charter,HS,38 S PEORIA ST,Chicago,Illinois,60607,3122674486, ,2015,ABOVE AVERAGE,AVERAGE,77,33,76,51,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,20.8,88.8,24.3,7.9,NULL,69.6,62.5,NULL,41.88055,-87.649772
400036,2016-17,CHICAGO VIRTUAL,Charter,HS,38 S PEORIA ST,Chicago,Illinois,60607,3122674486,http://www.k12.com/cvcs/home,2016,NO DATA AVAILABLE,AVERAGE,62,34,69,41,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,8.1,93.4,24.3,11.4,NULL,59.1,53.8,NULL,41.88055,-87.649772
400036,2017-18,CHICAGO VIRTUAL,Charter,HS, , , , ,3122674486,https://cvcs.k12.com/,2017,AVERAGE,BELOW EXPECTATIONS,44,22,57,26,MODERATELY ORGANIZED,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,STRONG,5.8,92.8,30.2,10.8,44.7,68,82.4,NULL, , 
400036,2018-19,CHICAGO VIRTUAL,Charter,HS,38 S PEORIA ST,Chicago,Illinois,60607,3122674486,https://www.cvcschool.org/,2018,ABOVE AVERAGE,BELOW EXPECTATIONS,34,23,54,23,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NULL,93.3,29,5.9,60,45.2,82.4,NULL,41.88055,-87.649772
400038,2015-16,COMMUNITY SERVICES WEST HS,Contract,HS,8 W ROOT ST,Chicago,Illinois,60609,3128093511, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,ORGANIZED,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,20.8,88.8,29.8,7.9,NULL,25.9,NULL,NULL,41.885464,-87.626542
400039,2015-16,ERIE,Charter,ES,1405 N WASHTENAW AVE,Chicago,Illinois,60622,7734867161, ,2015,AVERAGE,BELOW AVERAGE,55,67,36,28,MODERATELY ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,3.8,95.1,2.4,7.9,NULL,NULL,NULL,NULL,41.906771,-87.694364
400039,2016-17,ERIE,Charter,ES,1405 N WASHTENAW AVE,Chicago,Illinois,60622,7734867161,http://www.eriecharterschool.org,2016,AVERAGE,AVERAGE,48,31,41,28,NOT YET ORGANIZED,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,8.1,93.4,2.4,NULL,NULL,NULL,NULL,NULL,41.906771,-87.694364
400039,2017-18,ERIE,Charter,ES, , , , ,7734867161,http://www.eriecharterschool.org,2017,AVERAGE,AVERAGE,70,24,46,25,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,5.8,92.8,2.9,NULL,NULL,NULL,NULL,NULL, , 
400039,2018-19,ERIE,Charter,ES,1405 N WASHTENAW AVE,Chicago,Illinois,60622,7734867161,http://www.eriecharterschool.org,2018,AVERAGE,BELOW AVERAGE,48,23,39,17,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,WEAK,WEAK,NULL,93.3,3.8,NULL,NULL,NULL,NULL,NULL,41.906771,-87.694364
400040,2015-16,FRAZIER CHARTER,Charter,ES,3711 W DOUGLAS BLVD,Chicago,Illinois,60623,7735211303, ,2015,BELOW AVERAGE,BELOW AVERAGE,36,30,24,20,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,VERY WEAK,VERY WEAK,VERY WEAK,3.8,95.1,2.4,7.9,NULL,NULL,NULL,NULL,41.862077,-87.717642
400040,2016-17,FRAZIER CHARTER,Charter,ES,3711 W DOUGLAS BLVD,Chicago,Illinois,60623,7735211303,http://www.frazierprepacademy.org,2016,AVERAGE,BELOW AVERAGE,62,35,25,18,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,8.1,93.4,2.4,NULL,NULL,NULL,NULL,NULL,41.862077,-87.717642
400040,2017-18,FRAZIER CHARTER,Charter,ES, , , , ,7735211303,http://www.frazierprepacademy.org,2017,AVERAGE,BELOW AVERAGE,42,24,23,16,NOT YET ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,5.8,92.8,14.4,NULL,NULL,NULL,NULL,NULL, , 
400040,2018-19,FRAZIER CHARTER,Charter,ES,3711 W DOUGLAS BLVD,Chicago,Illinois,60623,7735211303,https://www.frazierprepacademy.org,2018,BELOW AVERAGE,BELOW AVERAGE,36,9,22,11,NOT YET ORGANIZED,WEAK,VERY WEAK,NEUTRAL,VERY WEAK,VERY WEAK,VERY WEAK,NULL,93.3,14.2,NULL,NULL,NULL,NULL,NULL,41.862077,-87.717642
400043,2015-16,HOPE INSTITUTE,Contract,ES,1628 W WASHINGTON ,Chicago,Illinois,60612,7735347405, ,2015,AVERAGE,BELOW AVERAGE,52,56,29,26,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,3.8,95.1,10.6,7.9,NULL,NULL,NULL,NULL,41.883362,-87.668077
400043,2016-17,HOPE INSTITUTE,Contract,ES,1628 W WASHINGTON,Chicago,Illinois,60612,7735347405,https://www.hilahub.com/,2016,AVERAGE,BELOW AVERAGE,56,55,35,30,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,8.1,93.4,10.6,NULL,NULL,NULL,NULL,NULL,41.883362,-87.668077
400043,2017-18,HOPE LEARNING ACADEMY,Contract,ES, , , , ,7735347405,https://www.hilahub.com/,2017,BELOW AVERAGE,BELOW AVERAGE,14,22,21,20,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,5.8,92.8,9.3,NULL,NULL,NULL,NULL,NULL, , 
400043,2018-19,HOPE LEARNING ACADEMY,Contract,ES,1628 W WASHINGTON,Chicago,Illinois,60612,7735347405,https://www.hilahub.com,2018,AVERAGE,BELOW AVERAGE,54,31,22,18,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,5.2,93.3,8.3,NULL,NULL,NULL,NULL,NULL,41.883362,-87.668077
400044,2015-16,KIPP - ASCEND,Charter,ES,1616 S AVERS AVE,Chicago,Illinois,60623,7735214399, ,2015,BELOW AVERAGE,AVERAGE,23,28,33,43,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,3.8,95.1,6.4,7.9,NULL,NULL,NULL,NULL,41.85837,-87.721071
400044,2016-17,KIPP - ASCEND,Charter,ES,1616 S AVERS AVE,Chicago,Illinois,60623,7735214399,http://www.kippchicago.org,2016,AVERAGE,BELOW AVERAGE,42,25,37,22,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,6.4,NULL,NULL,NULL,NULL,NULL,41.85837,-87.721071
400044,2017-18,KIPP - ASCEND,Charter,ES, , , , ,7735214399,http://www.kippchicago.org,2017,AVERAGE,BELOW AVERAGE,58,61,31,34,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,5.8,92.8,9.1,NULL,NULL,NULL,NULL,NULL, , 
400044,2018-19,KIPP - ASCEND,Charter,ES,1616 S AVERS AVE,Chicago,Illinois,60623,7735214399,https://www.kippchicago.org,2018,ABOVE AVERAGE,BELOW AVERAGE,71,73,33,39,ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NULL,93.3,11.8,NULL,NULL,NULL,NULL,NULL,41.85837,-87.721071
400045,2015-16,NKRUMAH,Charter,ES,314 W 108TH ST,Chicago,Illinois,60628,7735688000, ,2015,FAR BELOW AVERAGE,BELOW AVERAGE,1,1,23,11,NOT YET ORGANIZED,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,3.8,95.1,16.2,7.9,NULL,NULL,NULL,NULL,41.69804,-87.631058
400045,2016-17,NKRUMAH,Charter,ES,314 W 108TH ST,Chicago,Illinois,60628,7735688000,http://www.kwamenkrumahacademy.org,2016,ABOVE AVERAGE,AVERAGE,98,61,45,20,NOT YET ORGANIZED,WEAK,VERY WEAK,WEAK,WEAK,WEAK,VERY WEAK,8.1,93.4,16.2,NULL,NULL,NULL,NULL,NULL,41.69804,-87.631058
400045,2017-18,NKRUMAH,Charter,ES, , , , ,7735688000,http://www.kwamenkrumahacademy.org,2017,BELOW AVERAGE,BELOW AVERAGE,29,9,38,14,NOT YET ORGANIZED,NEUTRAL,VERY WEAK,NEUTRAL,WEAK,WEAK,VERY WEAK,5.8,92.8,13,NULL,NULL,NULL,NULL,NULL, , 
400046,2015-16,LEARN - BUTLER,Charter,ES,1132 S HOMAN AVE,Chicago,Illinois,60624,7737220200, ,2015,ABOVE AVERAGE,ABOVE AVERAGE,77,53,81,75,NOT YET ORGANIZED,VERY WEAK,WEAK,NEUTRAL,WEAK,WEAK,WEAK,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.867273,-87.710679
400046,2016-17,LEARN - BUTLER,Charter,ES,1132 S HOMAN AVE,Chicago,Illinois,60624,7737220200,http://www.learncharter.org,2016,BELOW AVERAGE,AVERAGE,12,8,54,42,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.867273,-87.710679
400046,2017-18,LEARN - BUTLER,Charter,ES, , , , ,7737220200,http://www.learncharter.org,2017,ABOVE AVERAGE,AVERAGE,82,70,58,47,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,6.4,NULL,NULL,NULL,NULL,NULL, , 
400046,2018-19,LEARN - BUTLER,Charter,ES,1132 S HOMAN AVE,Chicago,Illinois,60624,7737220200,http://www.learncharter.org,2018,BELOW AVERAGE,AVERAGE,36,35,56,50,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NULL,93.3,5.8,NULL,NULL,NULL,NULL,NULL,41.867273,-87.710679
400047,2015-16,LEARN - CAMPBELL,Charter,ES,212 S FRANCISCO AVE,Chicago,Illinois,60612,7738260370, ,2015,AVERAGE,AVERAGE,31,53,45,56,NOT YET ORGANIZED,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,VERY WEAK,NOT ENOUGH DATA,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.877861,-87.698739
400047,2016-17,LEARN - CAMPBELL,Charter,ES,212 S FRANCISCO AVE,Chicago,Illinois,60612,7738260370,http://www.learncharter.org,2016,AVERAGE,AVERAGE,75,35,46,48,MODERATELY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.877861,-87.698739
400047,2017-18,LEARN - CAMPBELL,Charter,ES, , , , ,7738260370,http://www.learncharter.org,2017,AVERAGE,AVERAGE,58,58,43,51,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,5.8,92.8,7.6,NULL,NULL,NULL,NULL,NULL, , 
400047,2018-19,LEARN - CAMPBELL,Charter,ES,212 S FRANCISCO AVE,Chicago,Illinois,60612,7738260370,http://www.learncharter.org,2018,AVERAGE,AVERAGE,66,28,54,49,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NULL,93.3,7.2,NULL,NULL,NULL,NULL,NULL,41.877861,-87.698739
400048,2015-16,LEARN - EXCEL,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300, ,2015,FAR BELOW AVERAGE,BELOW AVERAGE,3,6,25,38,PARTIALLY ORGANIZED,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.874687,-87.686568
400048,2016-17,LEARN - EXCEL,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,3122437001,http://www.learncharter.org,2016,AVERAGE,BELOW AVERAGE,70,32,31,32,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.874687,-87.686568
400048,2017-18,LEARN - EXCEL,Charter,ES, , , , ,3122437001,http://www.learncharter.org,2017,ABOVE AVERAGE,AVERAGE,85,78,49,53,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,5.8,92.8,7.1,NULL,NULL,NULL,NULL,NULL, , 
400048,2018-19,LEARN - EXCEL,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,3122437001,http://www.learncharter.org,2018,AVERAGE,AVERAGE,46,55,44,54,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NULL,93.3,10.2,NULL,NULL,NULL,NULL,NULL,41.874687,-87.686568
400049,2015-16,LEGACY,Charter,ES,4217 W 18TH ST,Chicago,Illinois,60623,7735421640, ,2015,ABOVE AVERAGE,AVERAGE,87,60,42,49,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,3.8,95.1,7.3,7.9,NULL,NULL,NULL,NULL,41.856859,-87.730348
400049,2016-17,LEGACY,Charter,ES,3318 W OGDEN AVE,Chicago,Illinois,60623,7735421640,http://www.legacycharterchicago.org/,2016,ABOVE AVERAGE,AVERAGE,71,58,45,41,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,8.1,93.4,7.3,NULL,NULL,NULL,NULL,NULL,41.856859,-87.730348
400049,2017-18,LEGACY,Charter,ES, , , , ,7735421640,https://legacycharterchicago.org,2017,AVERAGE,AVERAGE,56,48,46,40,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,6.3,NULL,NULL,NULL,NULL,NULL, , 
400049,2018-19,LEGACY,Charter,ES,3318 W OGDEN AVE,Chicago,Illinois,60623,7735421640,https://legacycharterchicago.org,2018,AVERAGE,AVERAGE,30,53,41,41,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NULL,93.3,8.2,NULL,NULL,NULL,NULL,NULL,41.856859,-87.730348
400050,2015-16,NAMASTE,Charter,ES,3737 S PAULINA ST,Chicago,Illinois,60609,7737159558, ,2015,BELOW AVERAGE,AVERAGE,25,30,46,43,MODERATELY ORGANIZED,STRONG,WEAK,WEAK,NEUTRAL,STRONG,NEUTRAL,3.8,95.1,4.6,7.9,NULL,NULL,NULL,NULL,41.8257,-87.667724
400050,2016-17,NAMASTE,Charter,ES,3737 S PAULINA ST,Chicago,Illinois,60609,7737159558,http://www.namastecharterschool.org,2016,ABOVE AVERAGE,AVERAGE,79,69,48,40,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,8.1,93.4,4.6,NULL,NULL,NULL,NULL,NULL,41.8257,-87.667724
400050,2017-18,NAMASTE,Charter,ES, , , , ,7737159558,http://www.namastecharterschool.org,2017,ABOVE AVERAGE,AVERAGE,71,43,53,36,MODERATELY ORGANIZED,STRONG,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,3.1,NULL,NULL,NULL,NULL,NULL, , 
400050,2018-19,NAMASTE,Charter,ES,3737 S PAULINA ST,Chicago,Illinois,60609,7737159558,http://www.namastecharterschool.org,2018,AVERAGE,AVERAGE,66,61,49,36,NOT YET ORGANIZED,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,NULL,93.3,7.2,NULL,NULL,NULL,NULL,NULL,41.8257,-87.667724
400051,2015-16,NOBLE - NOBLE HS,Charter,HS,1010 N NOBLE ST,Chicago,Illinois,60622,7738621449, ,2015,BELOW AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,84.3,65.5,NULL,41.900191,-87.662628
400051,2016-17,NOBLE - NOBLE HS,Charter,HS,1010 N NOBLE ST,Chicago,Illinois,60642,7738621449,http://noblestreet.noblenetwork.org,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,8.1,93.4,NULL,1.6,87,88.1,75.7,NULL,41.900191,-87.662628
400051,2017-18,NOBLE - NOBLE HS,Charter,HS, , , , ,7738621449,http://noblestreet.noblenetwork.org,2017,FAR ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,5.8,92.8,4.8,1.2,89.6,84.7,60.7,NULL, , 
400051,2018-19,NOBLE - NOBLE HS,Charter,HS,1010 N NOBLE ST,Chicago,Illinois,60642,7738621449,https://nobleschools.org/noblestreet,2018,FAR ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,WEAK,NULL,93.3,2.6,0.3,91,87.7,60.7,NULL,41.900191,-87.662628
400052,2015-16,NOBLE - COMER,Charter,HS,7131 S SOUTH CHICAGO AVE,Chicago,Illinois,60619,7737293969, ,2015,AVERAGE,BELOW AVERAGE,80,76,75,82,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,20.8,88.8,NULL,7.9,NULL,87.1,73.1,NULL,41.764083,-87.601974
400052,2016-17,NOBLE - COMER,Charter,HS,7131 S SOUTH CHICAGO AVE,Chicago,Illinois,60619,7737293969,http://garycomercollegeprep.noblenetwork.org,2016,ABOVE AVERAGE,BELOW AVERAGE,46,65,64,58,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,8.1,93.4,NULL,4.1,82.9,87.4,80.2,NULL,41.764083,-87.601974
400052,2017-18,NOBLE - COMER,Charter,HS, , , , ,7737293969,http://garycomercollegeprep.noblenetwork.org,2017,AVERAGE,BELOW EXPECTATIONS,89,73,78,62,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,5.5,3.4,76.8,84.2,73.5,NULL, , 
400052,2018-19,NOBLE - COMER,Charter,HS,7131 S SOUTH CHICAGO AVE,Chicago,Illinois,60619,7737293969,https://nobleschools.org/comer,2018,ABOVE AVERAGE,BELOW EXPECTATIONS,29,83,61,61,ORGANIZED,STRONG,STRONG,VERY STRONG,WEAK,NEUTRAL,WEAK,NULL,93.3,8.1,4.8,78.1,89.5,73.5,NULL,41.764083,-87.601974
400053,2015-16,NOBLE - GOLDER HS,Charter,HS,1454 W SUPERIOR ST,Chicago,Illinois,60642,3122659925, ,2015,BELOW AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,78,70.7,NULL,41.895282,-87.664483
400053,2016-17,NOBLE - GOLDER HS,Charter,HS,1454 W SUPERIOR ST,Chicago,Illinois,60642,3122659925,http://www.goldercollegeprep.org,2016,FAR ABOVE AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,WEAK,STRONG,WEAK,8.1,93.4,NULL,2.8,91.6,75.8,73.2,NULL,41.895282,-87.664483
400053,2017-18,NOBLE - GOLDER HS,Charter,HS, , , , ,3122659925,http://www.goldercollegeprep.org,2017,FAR ABOVE AVERAGE,MET EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,WEAK,NEUTRAL,WEAK,5.8,92.8,8.7,1.7,87.7,80.5,70.9,NULL, , 
400053,2018-19,NOBLE - GOLDER HS,Charter,HS,1454 W SUPERIOR ST,Chicago,Illinois,60642,3122659925,https://nobleschools.org/golder,2018,ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NULL,93.3,8,2.5,85.5,81.1,70.9,NULL,41.895282,-87.664483
400054,2015-16,NOBLE - PRITZKER HS,Charter,HS,4131 W CORTLAND ST,Chicago,Illinois,60639,7733942848, ,2015,BELOW AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,20.8,88.8,NULL,7.9,NULL,74.3,64.5,NULL,41.915214,-87.730127
400054,2016-17,NOBLE - PRITZKER HS,Charter,HS,4131 W CORTLAND ST,Chicago,Illinois,60639,7733942848,http://www.pritzkercollegeprep.org,2016,FAR ABOVE AVERAGE,ABOVE AVERAGE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,VERY STRONG,WEAK,8.1,93.4,NULL,1.9,88.5,81.8,70.8,NULL,41.915214,-87.730127
400054,2017-18,NOBLE - PRITZKER HS,Charter,HS, , , , ,7733942848,http://www.pritzkercollegeprep.org,2017,FAR ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,VERY STRONG,WEAK,5.8,92.8,3.7,2.7,87.6,85.7,71,NULL, , 
400054,2018-19,NOBLE - PRITZKER HS,Charter,HS,4131 W CORTLAND ST,Chicago,Illinois,60639,7733942848,https://nobleschools.org/pritzker,2018,ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,WEAK,NULL,93.3,3.5,0.5,88,88.1,71,NULL,41.915214,-87.730127
